COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
11,PHCS,24570,1103412,Pharmaceutics II B,73,OFH,MDM,1,P-3120,Muna Bassam Suleiman Najm,06/05/2024,08:30AM,10:30AM,General,Year4
4,MECH,23785,408274,Membrane I,11,LEC,UOS,3,102075,Adewale Olalekan Giwa,14/05/2024,08:30AM,10:30AM,General,Year2
2,IEP,21138,12102,Intensive English Preparatory3,51,LEC,MAW,18,10158,Fadwa Mahmoud Sleiman,04/05/2024,08:30AM,10:30AM,General,Year2
3,FNEC,21026,308331,Corporate Finance,1,LEC,MAM,23,101257,Mohammad Qasem Al-Shboul,09/05/2024,08:30AM,10:30AM,General,Year3
14,APHY,21187,1430107,Physics for Health Sci,72L,LAB,UOS,22,101505,Abdulraheem mohamed Khudada Mohamed,12/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,21189,1430107,Physics for Health Sci,75L,LAB,MDM,21,101505,Abdulraheem mohamed Khudada Mohamed,12/05/2024,08:30AM,10:30AM,General,Year1
2,IEP,21153,11112,Reading Skills,11,LEC,UOS,35,101464,Dima Mahmoud Ahmad Ibrahim,07/05/2024,08:30AM,10:30AM,General,Year1
2,IEP,21129,12102,Intensive English Preparatory3,1,LEC,MAM,37,30061,Ayman Mohammed Zater,04/05/2024,08:30AM,10:30AM,General,Year2
5,CLNU,21209,507263,Food Microbiology,71,LEC,MDM,60,101515,Tareq (Mohammad Ibrahim) A.H. Osaili,07/05/2024,08:30AM,10:30AM,General,Year2
5,HSAD,21194,504260,Leadership & Mang. in H. Prof,72,LEC,MDM,17,101061,Syed Azizur Rahman,07/05/2024,08:30AM,10:30AM,General,Year2
4,EECE,21006,402340,Eng. Comp. & Linear Algebra,11,LEC,UOS,40,101344,Sohaib  Majzoub,11/05/2024,08:30AM,10:30AM,General,Year3
5,CLNU,21216,507361,Diet Planning and Disease(1),72,LEC,MDM,29,101267,Moezalislam Ezzat Faris,13/05/2024,08:30AM,10:30AM,General,Year3
11,MDCH,23496,1101113,Chemistry for Pharmacy,74L,LAB,MDM,32,10970,Hamadeh  (M. Khier) Tarazi,14/05/2024,08:30AM,10:30AM,General,Year1
4,SREE,21590,406100,Intro. to Energy Science&Tech.,51,LEC,MAW,28,101025,Shek Atiqure Rahman,12/05/2024,08:30AM,10:30AM,General,Year1
2,ARAB,21645,201102,Arabic Language,22F,LEC,UOS,87,101822,Dame  Toure,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
2,ARAB,21631,201102,Arabic Language,12H,LEC,UOS,93,101822,Dame  Toure,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
5,MLT,21712,501260,Biochemistry,76L,LAB,MDM,24,10770,Sondos Abderraheem Harfeel,09/05/2024,08:30AM,10:30AM,General,Year2
2,ARAB,21633,201102,Arabic Language,13U,LEC,UOS,90,101941,Khalid  Elyaboudi,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
14,MATH,24247,1440265,Statistics for Sociology,81,LEC,KOW,28,P-1300,Imad  Shadid,13/05/2024,08:30AM,10:30AM,General,Year2
11,MDCH,22247,1101113,Chemistry for Pharmacy,71,LEC,MDM,147,10808,Abdel Nasser A. Elshorbagi,14/05/2024,08:30AM,10:30AM,General,Year1
5,MLT,22022,501464,Medical Mycology,71,LEC,MDM,23,101644,Raed Omar Abu Odeh,11/05/2024,08:30AM,10:30AM,General,Year4
6,PBLW,23246,602372,Admin. Decisions and Contracts,1,LEB,MAM,8,101968,Eman Ahmed Abdelrahman Abdalla Alabdouli,13/05/2024,08:30AM,10:30AM,General,Year3
11,PHPR,22119,1104240,Intro. Pharm. Prac. &Drug Info,71,LEC,MDM,80,101073,Abduel Mula R. Abdul Karem,09/05/2024,08:30AM,10:30AM,General,Year2
5,PHTH,22136,505262,Assessment in Physiotherapy,72L,LAB,MDM,28,101986,Amal Lahcen Ahbouch,09/05/2024,08:30AM,10:30AM,General,Year2
5,PHTH,22125,505262,Assessment in Physiotherapy,71,LEC,MDM,65,101795,Meeyoung  Kim,09/05/2024,08:30AM,10:30AM,General,Year2
5,PHTH,22222,505265,Anatomy(2),71L,LAB,MDM,28,101774,Muna N Kadhom,08/05/2024,08:30AM,10:30AM,General,Year2
11,PHCS,22168,1103412,Pharmaceutics II B,72,LEC,MDM,60,101793,Zahid  Hussain,06/05/2024,08:30AM,10:30AM,General,Year4
2,ARAB,22096,201444,Modern Literary Criticism,51,LEC,MAW,7,101225,Badeeah Khaleel Al Hashemi,06/05/2024,08:30AM,10:30AM,General,Year4
4,NUCL,22427,407454,Radiological Health Eng.Fund.,11,LEC,UOS,10,102134,Serene Adnan Moh'd Badran,04/05/2024,08:30AM,10:30AM,General,Year4
4,NUCL,22309,407402,Reactor Safety Analysis,11,LEC,UOS,5,101338,Muhammad  Zubair,07/05/2024,08:30AM,10:30AM,General,Year4
4,IEMG,22406,405440,Industrial Automation,11,LEB,UOS,32,10879,Imad  AL Syouf,13/05/2024,08:30AM,10:30AM,General,Year4
4,IEMG,22410,405442,Safety for Engineers,11,LEC,UOS,33,101497,In Ju  Kim,07/05/2024,08:30AM,10:30AM,General,Year4
5,PHTH,22346,505462,Selected Topics in PT,71,LEC,MDM,81,10600,Fatma Abd EL Fatah Hegazy,12/05/2024,08:30AM,10:30AM,General,Year4
8,COMM,22378,800214,Princ. of Visual Production,11,LEB,UOS,25,10642,Essam Nasr Selim,28/04/2024,08:30AM,10:30AM,General,Year2
2,HISL,22439,203319,Maghrib and Andalus Hist,11A,LEC,UOS,50,101594,Khireddine  Chatra,06/05/2024,08:30AM,10:30AM,General,Year3
5,HSGN,22255,500160,Human Anatomy and Physiology,74,LEC,MDM,61,101774,Muna N Kadhom,05/05/2024,08:30AM,10:30AM,General,Year1
5,PHTH,22320,505460,Physiotherapy for Geriatrics,72L,LAB,MDM,28,102004,Sivapriya  Ramakrishnan,08/05/2024,08:30AM,10:30AM,General,Year4
4,IEMG,22400,405325,Stochastic Simulation,11,LEB,UOS,27,10960,Ali  Cheaitou,05/05/2024,08:30AM,10:30AM,General,Year3
5,PHTH,22321,505460,Physiotherapy for Geriatrics,73L,LAB,MDM,28,102004,Sivapriya  Ramakrishnan,08/05/2024,08:30AM,10:30AM,General,Year4
5,HSGN,24467,500161,Intr. to Health Sciences,74,LEC,MDM,71,102174,Muhammed Ayas  Kalla Puthiyaveettil,13/05/2024,08:30AM,10:30AM,General,Year1
1,JURF,23998,103223,Juri. of Marriage and Divorce,41,LEC,KUM,4,102100,Mazin Husain Hariri,29/04/2024,08:30AM,10:30AM,General,Year2
1,JURF,24000,103223,Juri. of Marriage and Divorce,91,LEC,KUW,5,102100,Mazin Husain Hariri,29/04/2024,08:30AM,10:30AM,General,Year2
2,ENGL,24621,202111,Basic English,6,LEC,UOS,36,10160,Saleh Mohamed El Saafin,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
8,PUBL,23702,807402,Organizational Communication,12,LEC,UOS,11,10838,Ahmed Farouk Nofily,14/05/2024,08:30AM,10:30AM,General,Year4
8,PUBL,24263,807202,Effective Present. & Speech,501,LEC,DHW,2,P-3055,Mohamed Hassan Abdelzaher Hassan,09/05/2024,08:30AM,10:30AM,General,Year2
11,PHPR,24067,1102214,Pathophysiology 2,72L,TUT,MDM,3,101309,Rania Awada Harati,04/05/2024,08:30AM,10:30AM,General,Year2
14,BIOT,23825,1450421,Plant Biotechnology,15L,LAB,UOS,16,101165,Tasneem  Obaid,06/05/2024,08:30AM,10:30AM,General,Year4
7,ADES,23663,702316,Pattern Making Studio III,11,LES,FAM,14,101931,Andreea  Lonhardt-Muresan,05/05/2024,08:30AM,10:30AM,General,Year3
6,PBLW,23981,602454,Law of Criminal Procedures,41,LEB,KUM,8,101031,Mohammed Nour ELDeen Sayed Abdel Mageed Sayed,11/05/2024,08:30AM,10:30AM,General,Year4
15,COSC,21846,1501211,Programming II,1,LEB,MAM,28,P-3108,Muath Ibrahim Mohammad Jarrah,14/05/2024,08:30AM,10:30AM,General,Year2
2,ARAB,21898,201102,Arabic Language,24B,LEC,UOS,91,101761,Leila  Abidi,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
5,MDI,21787,502473,Radiologic Pathology and Image,71,LAB,MDM,20,101774,Muna N Kadhom,04/05/2024,08:30AM,10:30AM,General,Year4
2,ARAB,21900,201102,Arabic Language,21M,LEC,UOS,94,10886,Fekry Abdelmonem El Nagar,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
2,ARAB,21904,201102,Arabic Language,23S,LEC,UOS,122,10886,Fekry Abdelmonem El Nagar,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
5,PHTH,23615,505265,Anatomy(2),75L,LAB,MDM,30,101986,Amal Lahcen Ahbouch,08/05/2024,08:30AM,10:30AM,General,Year2
7,ADES,23564,705315,Interior Design Studio IV,13,LES,FAM,19,101306,Asem Moh'd Mofleh Obeidat,04/05/2024,08:30AM,10:30AM,General,Year3
6,PBLW,24606,602464,Graduation Project,11,PRJ,UOS,4,102130,Rim  Helali,11/05/2024,08:30AM,10:30AM,General,Year4
7,ADES,23571,705317,Furniture Design,13,LES,FAM,16,102096,Hadil Hammoud El Ankouni,07/05/2024,08:30AM,10:30AM,General,Year3
7,ADES,23552,705218,Lighting Design for Interiors,11,LES,FAM,15,101191,Nadia Rashid AL Badri,13/05/2024,08:30AM,10:30AM,General,Year2
1,FREL,20917,104100,Islamic Culture,25U,LEC,UOS,112,102164,Najla Mohamed Rashid Aljarwan Alshamsi,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
6,PBLW,20812,602152,Penal Law: General Part,1,LEB,MAM,43,101887,Halima Khalid Nasir Saif Almidfa,04/05/2024,08:30AM,10:30AM,General,Year1
1,FREL,20904,104100,Islamic Culture,19Z,LEC,UOS,100,102176,Khadija Mohamed Ali Malik Aldhuhoori,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
14,APHY,20783,1430113,Physics for Medical Sciences,71,LEC,MDM,27,101508,Yassir Ahmed  Abdu,04/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,20799,1430107,Physics for Health Sci,11,LEC,UOS,18,102160,Badreyya Ali Mohammed Salem Alshehhi,12/05/2024,08:30AM,10:30AM,General,Year1
5,ENVH,20928,506263,Water & Wastewater Sanitation,71,LEC,MDM,25,101353,Lucy  Semerjian EP. Raja Abdallah,13/05/2024,08:30AM,10:30AM,General,Year2
6,PBLW,20817,602454,Law of Criminal Procedures,1,LEB,MAM,16,101663,Abdulellah Mohammed Salim Al Nawayseh,11/05/2024,08:30AM,10:30AM,General,Year4
14,APHY,20833,1460420,Well Logging,11,LEC,UOS,5,101946,Mohamed Ibrahim Abdelfattah Ibrahim Farag,05/05/2024,08:30AM,10:30AM,General,Year4
8,PUBL,20590,807423,Audio-Visual Media Prod for PR,1,LEB,MAM,15,101730,Nawal Abdel Razaq Abdel Rahim Askar AL Naqbi,08/05/2024,11:00AM,13:00PM,General,Year4
8,PUBL,20589,807423,Audio-Visual Media Prod for PR,51,LEB,MAW,18,101730,Nawal Abdel Razaq Abdel Rahim Askar AL Naqbi,08/05/2024,11:00AM,13:00PM,General,Year4
2,ENGL,20639,202113,English for Humanities,51,LEC,MAW,74,101224,Nada Mohamed Abdalla Al Hammadi,28/04/2024,11:00AM,13:00PM,General,Year1
2,ENGL,20641,202113,English for Humanities,2,LEC,MAM,30,101224,Nada Mohamed Abdalla Al Hammadi,28/04/2024,11:00AM,13:00PM,General,Year1
15,COSC,24163,1501101,Introduction to IT(Arabic),91,LEB,KUW,23,102107,Ali Hasan Ahmad Al-Alaimi,02/05/2024,11:00AM,13:00PM,General,Year1
1,FREL,20555,104130,Analytical Biog of the Prophet,15,LEC,UOS,49,102164,Najla Mohamed Rashid Aljarwan Alshamsi,30/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1,JURF,20520,103325,Jur. of Wills and Inheritance,51,LEC,MAW,15,101180,Dalila  Berraf,07/05/2024,11:00AM,13:00PM,General,Year3
1,JURF,20521,103325,Jur. of Wills and Inheritance,52,LEC,MAW,9,101180,Dalila  Berraf,07/05/2024,11:00AM,13:00PM,General,Year3
1,JURF,20450,103211,Sources of Islamic Law,51,LEC,MAW,11,101682,Arif Mohammed Aljanahi,14/05/2024,11:00AM,13:00PM,General,Year2
14,CHMS,20061,1420217,Organic Chemistry (2),11,LEC,UOS,10,101723,Raed Abdallah AL Qawasmeh,08/05/2024,11:00AM,13:00PM,General,Year2
2,ENGL,20098,202114,English for Media,51,LEC,MAW,27,10662,Dana Aziz Khalil,27/04/2024,11:00AM,13:00PM,General,Year1
2,ENGL,20176,202121,English For Medical Sciences 1,77,LEC,MDM,79,101151,Myssan Sameer Al laysy Stouhi,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
2,ENGL,20102,202114,English for Media,2,LEC,MAM,16,30022,Khaled Mohamed Besbes,27/04/2024,11:00AM,13:00PM,General,Year1
14,MATH,20252,1440261,Diff. Equs for Engs,51,LEC,MAW,42,101615,Belkacem  Said Houari,06/05/2024,11:00AM,13:00PM,General,Year2
14,MATH,20209,1440161,Calculus II for Engineers,2,LEC,MAM,44,101323,Mohammad Saleh Bataineh,05/05/2024,11:00AM,13:00PM,General,Year1
14,MATH,20229,1440261,Diff. Equs for Engs,2,LEC,MAM,20,101615,Belkacem  Said Houari,06/05/2024,11:00AM,13:00PM,General,Year2
2,INRE,20412,205100,Governance in the UAE,11,LEC,UOS,71,102148,Mona  Salman,05/05/2024,11:00AM,13:00PM,General,Year1
15,CENG,24411,1502444,Computer and Network Security,51,LEC,MAW,38,P-3107,Haitham  Tayyar,12/05/2024,11:00AM,13:00PM,General,Year4
11,PHPR,23812,1104452,Principle of OTC Therapy,74,LEC,MDM,42,102138,Zelal Jaber Kharaba,11/05/2024,11:00AM,13:00PM,General,Year4
4,SREE,23339,406320,Solar PV Systems,12,LEC,UOS,35,101342,Di  Zhang,11/05/2024,11:00AM,13:00PM,General,Year3
14,APHY,23487,1460324,Hydrogeology,11,LEC,UOS,6,102170,Nouf Sultan Saif Mohamed Alteneiji,05/05/2024,11:00AM,13:00PM,General,Year3
5,CLNU,21231,507452,Clinical Nutr. Pract. 2A(Comm),71,CLI,MDM,22,101609,Leila  Cheikh Ismail,05/05/2024,11:00AM,13:00PM,General,Year4
6,PRLW,21263,601423,Private International Law,51,LEB,MAW,12,101962,Nashwa Ahmed Mohamed,05/05/2024,11:00AM,13:00PM,General,Year4
4,ARCH,23371,404481,Sel. Top. in Struc. Eng.,11,LEC,UOS,16,101980,Samir Mohammed Osman Hassan Dirar,11/05/2024,11:00AM,13:00PM,General,Year4
8,PUBL,23623,807321,Writing for Public Relations,11,LEB,UOS,16,102068,Mokhtar H Mohamed Elareshi,05/05/2024,11:00AM,13:00PM,General,Year3
8,PUBL,24068,807423,Audio-Visual Media Prod for PR,81,LEB,KOW,5,P-3128,Mutasim Bakheet Ahmed Alameen,08/05/2024,11:00AM,13:00PM,General,Year4
15,COSC,23361,1501441,Multimedia Technology,11,LEC,UOS,49,101846,Mohammad Abdullah A.R. Alsmirat,11/05/2024,11:00AM,13:00PM,General,Year4
5,NURS,20999,503364,Adult Health Nursing (2),72,LEC,MDM,68,10780,Wegdan Ahmad Bani Issa,13/05/2024,11:00AM,13:00PM,General,Year3
5,NURS,21034,503362,Pediatric Health Nursing,72,LEC,MDM,69,101069,Nabeel Salem AL-Yateem,14/05/2024,11:00AM,13:00PM,General,Year3
7,ADES,23593,703102,Advanced Drawing,12,LES,FAM,12,202020,Thaier  Helal,05/05/2024,11:00AM,13:00PM,General,Year1
11,PHCS,23566,1103121,Microbiology,76L,LAB,MDM,25,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
11,PHCS,23572,1103121,Microbiology,77L,LAB,MDM,21,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
15,COSC,21622,1501101,Introduction to IT(Arabic),52A,LEB,MAW,36,102063,Mo'ath Mazin Faleh Mheidat,02/05/2024,11:00AM,13:00PM,General,Year1
11,PHCS,23574,1103121,Microbiology,79L,LAB,MDM,28,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
11,MDCH,24387,1101412,Med. Chem. III B,73,OFH,MDM,2,101375,Mohammed Ibrahim El-Gamal,07/05/2024,11:00AM,13:00PM,General,Year4
11,PHCS,22171,1103240,Dosage Forms II,71,LEC,MDM,56,10722,Iman Saad Mohamed,08/05/2024,11:00AM,13:00PM,General,Year2
6,PBLW,23243,602343,Administrative Law (2),1,LEB,MAM,9,102130,Rim  Helali,08/05/2024,11:00AM,13:00PM,General,Year3
11,PHCS,22152,1103121,Microbiology,72,LEC,MDM,77,101311,Ghalia Abdul Khader Khoder,05/05/2024,11:00AM,13:00PM,General,Year1
8,MASS,22140,806351,Program Presentation in R&Tv 1,11,LEB,UOS,10,101476,Alaa Makki Abdulhadi  Akkof,08/05/2024,11:00AM,13:00PM,General,Year3
11,PHCS,22182,1103240,Dosage Forms II,73L,LAB,MDM,21,P-3120,Muna Bassam Suleiman Najm,08/05/2024,11:00AM,13:00PM,General,Year2
2,HISL,22431,203220,The Rashidun Caliphate,11,LEC,UOS,34,10710,Ameena Abdullah Al Khatri,07/05/2024,11:00AM,13:00PM,General,Year2
4,MECH,22326,408203,Strength of Materials,11,LEB,UOS,9,101488,Khalil Abdelrazek Khalil Abdelmawgoud,12/05/2024,11:00AM,13:00PM,General,Year2
8,COMM,22266,800112,Media Writing,12,LEB,UOS,21,102030,Leon Yousif Barkho,11/05/2024,11:00AM,13:00PM,General,Year1
2,ENGL,23442,202113,English for Humanities,1,LEC,MAM,59,10662,Dana Aziz Khalil,28/04/2024,11:00AM,13:00PM,General,Year1
8,MASS,22350,806465,Grad. Project in Digital M. D.,11,PRJ,UOS,11,102011,Ahmad Abdel Jabbar Mazhar,04/05/2024,11:00AM,13:00PM,General,Year4
4,IEMG,22425,405341,Erg. Work &  Process Improvt.,1,LEB,MAM,11,101497,In Ju  Kim,12/05/2024,11:00AM,13:00PM,General,Year3
8,PUBL,24133,807425,Graduation Project in PR,91,PRJ,KUW,12,101337,Noora  Ahmad Youssef Mohamad,07/05/2024,11:00AM,13:00PM,General,Year4
11,MDCH,23504,1101120,Organic Chemistry I,73,LEC,MDM,39,10673,Mohammad Harb Semreen,13/05/2024,11:00AM,13:00PM,General,Year1
6,PRLW,22939,601216,Nominate Cnt.(Sale &Ins. Cnt.),1,LEB,MAM,10,102137,Iman Khamis Salim Mubarak Alyahyaee,13/05/2024,11:00AM,13:00PM,General,Year2
4,MECH,22900,408435,Instrumentation & Measurements,11,LEC,UOS,2,101677,Tahar  Laoui,11/05/2024,11:00AM,13:00PM,General,Year4
11,MDCH,24205,1101312,Med. Chem. II B,75L,LOT,MDM,11,101273,Sachin  Chaudhary,07/05/2024,11:00AM,13:00PM,General,Year3
11,PHCS,23511,1103240,Dosage Forms II,71L,LAB,MDM,25,101984,Mirhan Mostafa Gamal Mohamed,08/05/2024,11:00AM,13:00PM,General,Year2
7,ADES,23558,705217,Computer Aided Design II,11,LES,FAM,17,P-2937,Rita  Abou Haidar,09/05/2024,11:00AM,13:00PM,General,Year2
2,HISL,23290,203465,Tourism & Cultural Heritage,11A,LEC,UOS,40,102031,Maamoun Saleh Abdulkarim,12/05/2024,11:00AM,13:00PM,General,Year4
5,NURS,23749,503101,Health and Safety,72A,LEC,MDM,142,101893,Fatma Refaat Abdelfattah Ahmed Abdelbaky,07/05/2024,11:00AM,13:00PM,General,Year1
5,ENVH,20854,506262,Environmental Microbiology,71,LEC,MDM,24,101872,Ioannis  Savvaidis,07/05/2024,11:00AM,13:00PM,General,Year2
2,SOCI,20840,204151,Sociological Theory (1),51,LEC,MAW,43,101093,Omaima Mohamed Abou Elkheir,14/05/2024,11:00AM,13:00PM,General,Year1
5,ENVH,20937,506264,Vector Control,71,LEC,MDM,25,102028,Khaled Megahed Abass,08/05/2024,11:00AM,13:00PM,General,Year2
15,BUIS,20605,1503332,Business Data Telecom&Networks,11,LEC,UOS,39,101203,Iman Ahmed Akour,13/05/2024,13:30PM,15:30PM,General,Year3
1,JURF,20545,103327,Jurs.of Int.Relations in Islam,1,LEC,MAM,12,102085,Aziz Farhan M Alenezi,09/05/2024,13:30PM,15:30PM,General,Year3
1,JURF,20472,103224,Islamic Criminal Law,1,LEC,MAM,7,10471,Mohamed Suliman Suliman,06/05/2024,13:30PM,15:30PM,General,Year2
4,EECE,20039,402205,Circuit Analysis II,11,LEC,UOS,26,10703,Amr Mohamed Elnady,14/05/2024,13:30PM,15:30PM,General,Year2
14,CHMS,20011,1420101,General Chemistry (1),54T,LEC,MAW,61,102156,Mohamed Shaban Nafie El Sayed,11/05/2024,13:30PM,15:30PM,General,Year1
2,EDUC,20026,206212,Des. & Prod. Educ. Tool Chil.,51,LEC,MAW,41,101844,Ali Ahmad Ghaleb Al-Barakat,07/05/2024,13:30PM,15:30PM,General,Year2
4,EECE,20079,402310,Electromechanical Systems,11,LEC,UOS,31,101116,Ali Ahmed Adam Ismail,07/05/2024,13:30PM,15:30PM,General,Year3
3,BUSP,20700,302390,Performance Management,11,LEC,UOS,31,102109,Hamzah Hussein Abdallah Elrehail,14/05/2024,13:30PM,15:30PM,General,Year3
14,MATH,20277,1440281,Intro Probability & Statistics,1,LEC,MAM,24,102073,Tahir  Abbas,06/05/2024,13:30PM,15:30PM,General,Year2
14,MATH,20269,1440381,Mathematical Statistics,11,LEC,UOS,6,101867,Marwan  Al-Momani,09/05/2024,13:30PM,15:30PM,General,Year3
14,MATH,20238,1440133,Calculus I for Engineering,03H,LEC,MAM,44,101321,Mahmoud  Benkhelifa,05/05/2024,13:30PM,15:30PM,General,Year1
15,BUIS,20434,1503231,Business Programming,51,LEB,MAW,20,10393,Mohamed Abdalla Nour,08/05/2024,13:30PM,15:30PM,General,Year2
14,CHMS,23443,1427108,General Chemistry(2) for MSc,79,LEC,MDM,40,101655,Waseem Riad El Huneidi,14/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,23432,1426155,General Chemistry for HS,52,LEC,MAW,40,101670,Mahreen  Arooj,09/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,23436,1426155,General Chemistry for HS,71,LEC,MDM,41,10877,Ihsan Ahmad Shehadi,09/05/2024,13:30PM,15:30PM,General,Year1
11,PHPR,23719,1104360,Pharmacy Skills II,72L,LAB,MDM,9,102161,Sara Murad Mohamed Albarkat Meer,05/05/2024,13:30PM,15:30PM,General,Year3
11,PHPR,24443,1102421,Pharmacology IIA,74L,LOT,MDM,29,10851,Manal Mohammad Shihata AL Sharawy,13/05/2024,13:30PM,15:30PM,General,Year4
3,ACCT,23612,301321,Intermediate Accounting I,12,LEC,UOS,36,10940,Walaa W. Elkelish,11/05/2024,13:30PM,15:30PM,General,Year3
14,CHMS,21458,1426155,General Chemistry for HS,72,LEC,MDM,44,102055,Tanveer  Ul Haq,09/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,21459,1426155,General Chemistry for HS,73,LEC,MDM,43,101670,Mahreen  Arooj,09/05/2024,13:30PM,15:30PM,General,Year1
14,CHMS,21480,1427108,General Chemistry(2) for MSc,75,LEC,MDM,31,101958,Samar Abdullah M Damiati,14/05/2024,13:30PM,15:30PM,General,Year1
2,SOCI,24032,204202,Sociological Texts in English,101,LEC,DHM,14,101784,Raouf  Kaouache,28/04/2024,13:30PM,15:30PM,General,Year2
2,SOCI,24042,204331,Social Problems,101,LEC,DHM,47,101701,Ouassila  Yaiche,02/05/2024,13:30PM,15:30PM,General,Year3
14,CHMS,21478,1427108,General Chemistry(2) for MSc,73,LEC,MDM,40,101007,Ahmed M. Almehdi,14/05/2024,13:30PM,15:30PM,General,Year1
3,BUSP,23858,302461,Research Methods,13,LEC,UOS,21,102066,Mehmood  Khan,06/05/2024,13:30PM,15:30PM,General,Year4
14,CHMS,21472,1427107,General Chemistry(1) for MS,73,LEC,MDM,42,10978,Mohamed  El-Naggar,09/05/2024,13:30PM,15:30PM,General,Year1
11,PHPR,23756,1104360,Pharmacy Skills II,75L,LAB,MDM,27,102161,Sara Murad Mohamed Albarkat Meer,05/05/2024,13:30PM,15:30PM,General,Year3
11,PHPR,23757,1104360,Pharmacy Skills II,76L,LAB,MDM,11,102161,Sara Murad Mohamed Albarkat Meer,05/05/2024,13:30PM,15:30PM,General,Year3
6,PRLW,24195,601112,Sources of Obligations(1),12,OFH,UOS,2,101455,Mourad  Benseghir,13/05/2024,13:30PM,15:30PM,General,Year1
9,FYME,21090,900101,Human Biology 1,2,LEC,MDM,77,102010,Abubakr H Mossa,13/05/2024,13:30PM,15:30PM,General,Year1
5,NURS,21065,503462,Ethical & Leg Issue in Hlt Pro,73,LEC,MDM,93,101895,Mustafa Muhamad Habeb,08/05/2024,13:30PM,15:30PM,General,Year4
2,SOCI,20975,204393,Design of Social Res. and Appl,11,LEC,UOS,76,101465,Alaa  Al Taii,04/05/2024,13:30PM,15:30PM,General,Year3
15,COSC,23363,1501440,Intro.to Computer Graphics,12,LEC,UOS,48,102060,Sebti  Foufou,04/05/2024,13:30PM,15:30PM,General,Year4
4,SREE,21620,406451,Energy Storage,13,LEC,MAW,26,101929,Ammar A. T. Alkhalidi,04/05/2024,13:30PM,15:30PM,General,Year4
4,MECH,23940,408372,Pre&Post Treat. Desal. Plants,11,LEC,UOS,5,101676,Muataz Ali Hussien,12/05/2024,13:30PM,15:30PM,General,Year3
3,BUSP,21708,302447,Internship in LSCM,11,INT,UOS,4,101818,Ahmad Qasim Mohammad Al Hamad,08/05/2024,13:30PM,15:30PM,General,Year4
6,PBLW,24531,602348,Legal Skills In English,11,OFH,UOS,1,101458,Shadi Adnan  Alshdaifat,04/05/2024,13:30PM,15:30PM,General,Year3
14,MATH,24513,1440133,Calculus I for Engineering,1,LEC,MAM,43,P-1300,Imad  Shadid,05/05/2024,13:30PM,15:30PM,General,Year1
2,SOCI,23923,204334,Social Control,31,LEC,KOM,49,102152,Ruqayya Mohammed Ahmed Bin Saleem Alteneiji,12/05/2024,13:30PM,15:30PM,General,Year3
11,PHCS,22174,1103221,Cosmetics & Para-pharm.,71,LEC,MDM,11,102143,Amjad Mohamad Riad Alhalaweh,05/05/2024,13:30PM,15:30PM,General,Year2
15,COSC,22030,1501443,Human Computer Interaction,11,LEC,UOS,30,101616,Imad  Afyouni,09/05/2024,13:30PM,15:30PM,General,Year4
4,NUCL,22342,407403,Advanced Nuclear Lab,11,LAB,UOS,8,101338,Muhammad  Zubair,11/05/2024,13:30PM,15:30PM,General,Year4
4,MECH,22478,408279,Polymers Engineering,11,LEC,UOS,15,102070,Ihsanullah  Obaidullah,05/05/2024,13:30PM,15:30PM,General,Year2
15,COSC,22480,1501343,Interactive 3D Design,11,LEB,UOS,41,10916,Naveed  Ahmed,08/05/2024,13:30PM,15:30PM,General,Year3
